"CR-02274","HIPOTECA ESPECIAL DE PRIMER GRADO SOBRE UN INMUEBLE"
"CR-09753","FIANZA SOLIDARIA OTORGADA A LA ASOC. CIVIL DE TRANSPORTE URBANO SANTO DOMINGO DE GUZMAN"
"CR-09754","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TRANSPORTE URBANO SANTO DOMINGO DE GUZMAN"
"CR-09774","FIANZA PERSONAL OTORGADA AL CIUDADANO QUINTANA IZARRA FREDDY C.I. 13.063.291"
"CR-09775","FIANZA SOLIDARIA"
"CR-09776","FIANZA SOLIDARIA"
"CR-09777","FIANZA SOLIDARIA"
"CR-09778","FIANZA SOLIDARIA"
"CR-09779","FIANZA SOLIDARIA"
"CR-09780","FIANZA SOLIDARIA"
"CR-09781","FIANZA SOLIDARIA"
"CR-09784","RESERVA DE DOMINIO SOBRE UN VEHICULO CHEVROLET MODELO AVEO AÑO 2008 TIPO SEDAN USO PARTICULAR COLOR ROJO"
"CR-09785","FIANZA SOLIDARIA"
"CR-09786","FIANZA SOLIDARIA"
"CR-09787","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL SANTO DOMINGO DE GUZMAN"
"CR-09788","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI BATALLA DE BARINAS 04"
"CR-09790","FIANZA SOLIDARIA"
"CR-09791","FIANZA SOLIDARIA"
"CR-09792","FIANZA SOLIDARIA"
"CR-09793","FIANZA SOLIDARIA"
"CR-09794","FIANZA SOLIDARIA"
"CR-09795","FIANZA SOLIDARIA"
"CR-09796","FIANZA SOLIDARIA"
"CR-09797","FIANZA SOLIDARIA"
"CR-09799","FIANZA SOLIDARIA"
"CR-09801","FIANZA SOLIDARIA OTORGADA A LA ASOC. CIVIL DE TRANSPORTE URBANO SANTO DOMINGO DE GUZMAN"
"CR-09802","HIPOTECA Y FIANZA SOLIDARIA"
"CR-09806","RESERVA DE DOMINIO"
"CR-09834","RESERVA DE DOMINIO"
"CR-09835","RESERVA DE DOMINIO"
"CR-09836","RESERVA DE DOMINIO"
"CR-09839","RESERVA DE DOMINIO"
"CR-09857","HIPOTECA ESPECIAL DE PRIMER GRADO SOBRE UN INMUEBLE"
"CR-09938","HIPOTECA Y FIANZA SOLIDARIA"
"CR-09939","FIANZA SOLIDARIA"
"CR-09940","FIANZA SOLIDARIA"
"CR-09941","FIANZA SOLIDARIA"
"CR-09942","FIANZA SOLIDARIA"
"CR-09943","FIANZA SOLIDARIA"
"CR-09944","FIANZA SOLIDARIA"
"CR-09945","FIANZA SOLIDARIA"
"CR-09946","FIANZA SOLIDARIA"
"CR-09947","FIANZA SOLIDARIA"
"CR-09948","HIPOTECA DE PRIMER GRADO SOBRE UN INMUEBLE"
"CR-09960","FIANZA SOLIDARIA"
"CR-09994","FIANZA SOLIADRIA POR LOS SOLIDARIA PRESENTADA POR LA ASOCIACION"
"CR-10032","FIANZA SOLIDARIA POR LOS SOCIOS DE LA ASOCIACION"
"CR-10033","RESERVA DE DOMINIO SOBRE EL VEHICULO PLACA: AA560SV, MARCA: CHECROLET, AÑO:2008"
"CR-10034","FIANZA SOLIDARIA POR PARTE DE LOS SOCIOS DE LA ASOCICIÓN"
"CR-10035","HIPOTECA DE PRIMER GRADO SOBRE UN TERRENO."
"CR-10036","HIPOTECA INMOBILIARIA SOBRE UN INMUEBLE CONFORMADO EN UNA CASA FAMILIAR"
"CR-10037","RESERVA DE DOMINIO SOBRE UN VEHICULO."
"CR-10038","RESERVA DE DOMINIO SOBRE UN VEHICULO PLACA: AC2801 MARCA: TOYOTA"
"CR-10039","RESERVA DE DOMINIO SOBRE UN VEHICULO PLACA: AB726C, MARCA: DODGE"
"CR-10040","RESERVA DE DOMINIO SOBRE UN VEHICULO PLACA: 1FZ0409058, MARCA: TOYOTA"
"CR-10041","HIPOTECA SOBRE UN INMUEBLE CONFORMADO POR UN TERRENO"
"CR-10042","FIANZA SOLIDARIA POR LOS SOCIOS DE LA COOPERATIVA"
"CR-10043","RESERVA DE DOMINIO SOBRE UN VEHICULO PLACA: AA3933, MARCA: TOYOTA"
"CR-10044","RESERVA DE DOMINIO SOBRE UN VEHICULO PLACA: AA303X, MARCA: DODGE"
"CR-10045","RESERVA DE DOMINIO SOBRE UN VEHICULO PLACA: AB3076, MARCA: DODGE"
"CR-10047","FIANZA PERSONAL OTORGADO POR EL CIUDADANO: GUERRERO PEREZ JOSE LEONARDO, C.I: 13,675,959"
"CR-10048","FIANZA SOLIDARIA POR PARTE DE LOS SOCIOS"
"CR-10049","RESERVA DE DOMINIO SOBRE UN VEHICULO PLACA: AA3925, MARCA: TOYOTA"
"CR-10050","RESERVA DE DOMINIO SOBRE VEHICULO PLACA: AA3679, MARCA: DODGE"
"CR-10051","HIPOTECA SOBRE UN INMUEBLE QUE CONSISTE EN UNA CASA"
"CR-10067","FIANZA SOLIDARIA POR LOS SOCIOS DE LA COOPERATIVA"
"CR-10373","HIPOTECA ESPECIAL DE PRIMER GRADO SOBRE UN INMUEBLE, UBICADO EN EL BARRIO LAS COLINAS."
"CR-10377","FIANZA SOLIDARIA POR LOS SOCIOS DE LA COOPERATIVA."
"CR-10391","RESERVA DE DOMINIO A FAVOR DE FONCREB SOBRE LA UNIDAD"
"CR-10399","RESERVA DE DOMINIO SOBRE EL VEHICULO A FAVOR DE FONCREB."
"CR-10400","RESERVA DE DOMINIO SOBRE EL VEHICULO A FAVOR DE FONCREB."
"CR-10402","RESERVA DE DOMINIO SOBRE EL VEHICULO A FAVOR DE FONCREB."
"CR-10410","FIANZA SOLIDARIA POR LOS SOCIOS DE LA COOPERATIVA."
"CR-10411","FIANZA SOLIDARIA POR LOS SOCIOS DE LA COOPERATIVA."
"CR-10412","RESERVA DE DOMINIO SOBRE EL VEHICULO A FAVOR DE FONCREB."
"CR-10414","FIANZA SOLIDARIA POR LOS SOCIOS DE LA COOPERATIVA."
"CR-10417","FIANZA SOLIDARIA POR TODOS LOS SOCIOS DE LA COOPERATIVA"
"CR-10418","HIPOTECA MOBILIARIA SOBRE EL VEHICULO. ESTE BENEFICIARIO SE LE REVOCO LA II PARTIDA EN MAYO 2008."
"CR-10451","HIPOTECA DE PRIMER GRADO SOBRE UN TERRENO DE SU PROPIEDAD"
"CR-10456","FIANZA SOLIDARIA"
"CR-10511","FIANZA SOLIDARIA"
"CR-10532","FIANZA SOLIDARIA POR TODOS LOS SOCIOS DE LA COOPERATIVA"
"CR-10540","FIANZA SOLIDARIA POR TODOS LOS SOCIOS DE LA COOOPERATIVA"
"CR-10617","RESERVA DE DOMINO A FAVOR DE FONCREB SOBRE EL VEHICULO"
"CR-10618","RESERVA DE DOMINIO A FAVOR DE FONCREB SOBRE EL VEHICULO"
"CR-10619","RESERVA DE DOMINIO A FAVOR DE FONCREB SOBRE EL VEHICULO"
"CR-10625","FIANZA SOLIDARIA POR LOS SOCIOS DE LA COOPERATIVA"
"CR-10710","AJUSTADA A LA LEY DE MICROFINANZAS"
"CR-10711","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10712","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10713","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10717","FIANZA SOLIDARIA DE LA LINEA O ASOCIACION"
"CR-10718","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10719","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-10720","FIANZA SOLIDARIA DE LA LINEA O ASOCIACION"
"CR-10722","FIANZA SOLIDARIA"
"CR-10724","AJUSTADO A LEY DE MICROCREDITO - LETRA DE CAMBIO"
"CR-10730","RESERVA DE DOMINIO"
"CR-10736","FIANZA SOLIDARIA OTORGADA POR LA ASOCIACION DE TRANSPORTE UNION BARINAS"
"CR-10742","PRENDA SIN DESPLAZAMIENTO DE COSECHA"
"CR-10744","FIANZA APORTADA POR LA LINEA O ASOCIACION"
"CR-10746","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10749","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10751","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10754","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10755","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10756","FIANZA APORTADA POR LA LINEA O ASOCIACION"
"CR-10758","ALUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10759","FIANZA PERSONAL"
"CR-10761","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10762","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-10763","HIPOTECA ESPECIAL DE SEGUNDO GRADO SOBRE UN INMUEBLE"
"CR-10764","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10765","FIANZA SOLIDARIA POR PARTE DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-10769","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI EL VATICANO"
"CR-10770","FIANZA APORTADA POR LA LINEA O ASOCIACION"
"CR-10771","FIANZA SOLIDARIA DE LA LINEA O ASOCIACION"
"CR-10787","AJUSTADO A LE LEY DE MICROFINANZAS"
"CR-10792","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10793","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10796","GARANTIA REAL"
"CR-10797","RESERVA DE DOMINIO"
"CR-10798","FIANZA SOLIDARIA DE LA LINEA O ASOCIACION"
"CR-10800","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10802","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10809","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10811","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10812","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10814","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10815","FIANZA SOLIDARIA OTORGADA POR LA ASOC. COOPERATIVA DIA DE LA RAZA"
"CR-10817","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10819","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10822","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10824","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10830","FIANZA SOLIDARIA DE LA LINEA O ASOCIACION"
"CR-10847","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10850","FIANZA SOLIDARIA DE LA LINEA DE TAXI UNION EL NUEVO MARQUEZ"
"CR-10852","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10853","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10855","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10856","FIANZA PERSONAL"
"CR-10857","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10859","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10863","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10866","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10867","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI MACROBA"
"CR-10869","HIPOTECA INMOBILIARIA"
"CR-10871","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10872","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS BRISAS DE ALTO BARINAS"
"CR-10873","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10875","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10876","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10877","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-10878","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10879","FIANZA APORTADA POR LA LINEA O ASOCIACION"
"CR-10880","AJUSTADO A LA LEY DE MICROFINANZAS"
"CR-10882","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10886","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10889","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10890","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI PARQUE LOS MANGOS"
"CR-10891","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10894","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10897","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10899","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI ASOC. CIVIL DE AUTOS LIBRES LLANO ALTO"
"CR-10900","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI NUESTRA SRA. DEL PILAR"
"CR-10901","AJUSTADA A LEY DE MICROFINANZAS"
"CR-10903","LETRA DE CAMBIO"
"CR-10904","LETRA DE CAMBIO"
"CR-10905","LETRA DE CAMBIO"
"CR-10906","LETRA DE CAMBIO"
"CR-10907","LETRA DE CAMBIO"
"CR-10908","LETRA DE CAMBIO"
"CR-10910","LETRA DE CAMBIO"
"CR-10917","LETRA DE CAMBIO"
"CR-10918","LETRA DE CAMBIO"
"CR-10919","LETRA DE CAMBIO"
"CR-10920","LETRA DE CAMBIO"
"CR-10921","LETRA DE CAMBIO"
"CR-10922","LETRA DE CAMBIO"
"CR-10923","LTRA DE CAMBIO"
"CR-10925","LETRA DE CAMBIO"
"CR-10926","LETRA DE CAMBIO"
"CR-10927","LETRA DE CAMBIO"
"CR-10929","LETRA DE CAMBIO"
"CR-10930","LETRA DE CAMBIO"
"CR-10932","LETRA DE CAMBIO"
"CR-10933","LETRA DE CAMBIO"
"CR-10934","LETRA DE CAMBIO"
"CR-10935","LETRA DE CAMBIO"
"CR-10936","LETRA DE CAMBIO"
"CR-10937","LETRA DE CAMBIO"
"CR-10938","LETRA DE CAMBIO"
"CR-10939","LETRA DE CAMBIO"
"CR-10940","LETRA DE CAMBIO"
"CR-10941","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10943","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-10944","LETRA DE CAMBIO"
"CR-10945","LETRA DE CAMBIO"
"CR-10946","LETRA DE CAMBIO"
"CR-10948","LETRA DE CAMBIO"
"CR-10949","LETRA DE CAMBIO"
"CR-10950","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10951","AJUSTADO A LA LEY E MICRO FINANZAS"
"CR-10952","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10953","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10954","LETRA DE CAMBIO"
"CR-10955","LETRA DE CAMBIO"
"CR-10956","LETRA DE CAMBIO"
"CR-10960","LETRA DE CAMBIO"
"CR-10962","LETRA DE CAMBIO"
"CR-10964","LETRA DE CAMBIO"
"CR-10966","LETRA DE CAMBIO"
"CR-10967","LETRA DE CAMBIO"
"CR-10969","LETRA DE CAMBIO"
"CR-10971","LETRA DE CAMBIO"
"CR-10976","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10977","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10980","FIANZA APORTADA POR LA LINEA, ASOCIACION"
"CR-10982","FIANZA APORTADA POR LA LINEA, ASOCIACION"
"CR-10984","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10985","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10986","FIANZA APORTADA POR LA LINEA DE TAXI"
"CR-10988","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-10989","FIANZA APORTADA POR LA LINEA, ASOCIACION"
"CR-10990","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10991","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10992","LETRA DE CAMBIO"
"CR-10993","FIANZA APORTADA POR LA LINEA O ASOCIACION"
"CR-10994","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10995","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10996","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10997","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10998","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-10999","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11000","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11001","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11003","LETRA DE CAMBIO"
"CR-11015","RESERVA DE DOMINIA A FAVOR DE FONCREB"
"CR-11020","FIANZA SOLIDARIA"
"CR-11024","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL EL VATICANO"
"CR-11043","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI FUNSALUD"
"CR-11046","FIANZA SOLIDARIA OTORGADO POR LA LINEA DE TAXI MACROBA"
"CR-11049","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. ROSA INES R.L."
"CR-11051","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. FUERZA BOLIVARIANA"
"CR-11056","FIANZA SOLIDARIA"
"CR-11064","LETRA DE CAMBIO"
"CR-11065","LETRA DE CAMBIO"
"CR-11072","PRENDA SINDESPLAZAMIENTO DE POSESION SOBRE LA MAQUINA ENSAMBLADORA DE MANGUERAS DE ALTA PRESION"
"CR-11074","FIANZA SOLIDARIA DE LA LINEA DE TAXI COOP. LOS BOLIVAR"
"CR-11094","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI LA MARQUESITA"
"CR-11104","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11105","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI ANDRES ELOY BLANCO"
"CR-11106","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI ANDRES BELLO"
"CR-11107","FIANZA PERSONAL"
"CR-11113","FIANZA SOLIDARIA"
"CR-11114","FIANZA PESONAL"
"CR-11115","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOPERATIVA BARINAS 2021"
"CR-11116","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI LA MARQUESITA"
"CR-11117","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI LA MARQUESITA"
"CR-11124","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS BRISAS DEL ALTO BARINAS"
"CR-11125","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11126","FIANZA APORTADA POR LA LINEA, ASOCIACION"
"CR-11127","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11128","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11129","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-11130","FIANZA APORTADA POR LA LINEA, ASOCIACION"
"CR-11131","HIPOTECA INMOBILIARIA OTORGADA POR EL CIUDADANO LUIS ANTONIO VARGAS C.I V-897.946"
"CR-11132","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11163","HIPOTECA INMOBILIARAI SOBRE UN INMUEBLE"
"CR-11168","AJUSTADO A LEY DE MICRO FINANZAS"
"CR-11169","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11170","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11172","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11173","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11174","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. DE TRANSPORTE DEL SUR DE BARINAS"
"CR-11176","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11178","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11181","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11182","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11183","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-11184","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11185","AJUSTADO A LA LEY DE MICRO FIANZAS"
"CR-11188","FIANZA SOLIDARIA APORTADA POR LA LINEA O ASOCIACION"
"CR-11191","FIANZA APORTADA POR LA LINEA, ASOCIACION."
"CR-11192","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11193","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11194","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11196","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11199","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11201","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11202","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11205","FIANZA SOLIDARIA DE LA LINEA O ASOCIACION"
"CR-11206","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11213","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11214","FIANZA PERSONAL"
"CR-11215","HIPOTECA INMOBILIARIA DE PRIMER GRADO OTORGADA POR LOS CIUDADANOS: EDGAR ESMITH SANTIAGO MORA C.I. 11.710.168 Y MAJIN ALFREDO GUERRERO REYES C.I. 9.265.404"
"CR-11218","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11220","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11222","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11225","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11226","FIANZA SOLIDARIA DE LA LINEA DE TAXI COOP. LA MARQUESITA"
"CR-11227","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11228","FIANZA SOLIDARIA DE LA LINEA DE TAXI RADIO UNIVERSIDAD"
"CR-11229","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11230","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11232","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11234","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11235","FIANZASOLIDARIA OTORGADA POR LA LINEA DE TAXI MI TOUR'S"
"CR-11236","FIANZA SOLIODARIA DE LA LINEA DE TAXI"
"CR-11240","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11243","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11246","FIANZA APORTADA POR LA LINEA O ASOCIACION"
"CR-11249","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11259","HIPOTECA INMOBILIARIA"
"CR-11263","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE URBANO LINEA VENEZUELA"
"CR-11271","LETRA DE CAMBIO"
"CR-11274","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LLANO ALTO"
"CR-11275","LETRA DE CAMBIO"
"CR-11282","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI EL VATICANO"
"CR-11285","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI LA MARQUESITA"
"CR-11288","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI MARQUESITA"
"CR-11300","HIPOTECA INMOBILIARIA"
"CR-11306","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS PARQUES LOS MANGOS"
"CR-11313","FIANZA PERSONAL"
"CR-11314","FIANZA SOLIDARIA"
"CR-11315","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE UNION EL MARQUEZ"
"CR-11317","HIPOTECA DE PRIMER GRADO A FAVOR DE FONCREB"
"CR-11318","FIANZA SOLIDARIA DE LA LINEA DE TAXI CAMPO LA MESA"
"CR-11321","FIANZA PERSONAL"
"CR-11326","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS FUNSALUD"
"CR-11327","HIPOTECA Y FIANZA SOLIDARIA"
"CR-11330","FIANZA SOLIDARIA DE LA LINEA DE TAXIS MACROBA"
"CR-11332","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS RADIO UNIVERSIDAD"
"CR-11338","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI EL VATICANO"
"CR-11340","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11341","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS CORONEL FRANCISCO ARAMENDI"
"CR-11342","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS DOÑA ELENA"
"CR-11343","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LO EQUIPOS"
"CR-11344","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS BRISAS DE ALTO BARINAS"
"CR-11345","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. LOS PATRULLEROS 184"
"CR-11347","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS PARQUE LOS MANGOS"
"CR-11348","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS TELE TAXIS"
"CR-11353","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS DOÑA ELENA"
"CR-11358","FIANZA SOLIDARIA"
"CR-11365","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COO. ROSA INES"
"CR-11367","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS DOÑA ELENA"
"CR-11368","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI TELE TAXI"
"CR-11382","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI PARQUE LOS MANGOS"
"CR-11388","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LAS PALMAS"
"CR-11392","FIANZA SOLIDARIA"
"CR-11397","FIANZA PERSONAL"
"CR-11398","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS EL VATICANO"
"CR-11410","FIANZA SOLIDARIA"
"CR-11411","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS NUESTRA SEÑORA DEL PILAR"
"CR-11415","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI ASOC. CIVIL DE AUTOS LIBRES LLANO ALTO"
"CR-11420","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS DOÑA ELENA"
"CR-11425","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS SOCIALISMO 21"
"CR-11427","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LA MARQUESITA"
"CR-11428","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LAS PALMAS"
"CR-11429","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS PARQUE LOS MANGOS"
"CR-11431","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS RICEL DE VENEZUELA"
"CR-11433","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS 2021"
"CR-11434","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS TELE TAXIS"
"CR-11436","HIPOTECA INMOBILIARIA"
"CR-11439","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. DE CONDUCTORES ANDRES ELOY BLANCO"
"CR-11443","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. LA MARQUESITA"
"CR-11452","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS UNION PAEZ"
"CR-11453","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS CAMPO LA MESA"
"CR-11454","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS SUPER RICEL DE VENEZUELA"
"CR-11476","FIANZA PERSONAL"
"CR-11477","FIANZA SOLIDARIA OTORGADO POR LA LINEA DE TAXIS DOÑA ELENA"
"CR-11486","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-11487","HIPOTECA INMOBILIARIA"
"CR-11489","FIANZA APORTADA POR LA LINEA, ASOCIACION"
"CR-11491","HIPOTECA INMOBILIARIA"
"CR-11492","AJUSTADO A LA LEY DE MICRO FINANZAS"
